The Updated Zwicky Catalog (UZC) -- Falco et al. 1999, PASP 111, 438
#---------------------------------------------------------------------
ra2000 (hhmmss.s), dec2000 ([+/-]ddmmss): J2000 ra and dec
Zmag: Zwicky magnitude
cz: redshift km/s
cze: redshift error km/s
T: spectral type (A)bsorption, (E)mission
U: UZC class 0-4 (see Falco et al. 1999, PASP 111, 438)
Ne: No. of UZC neighbors
Zname: Zwicky name
C: spectral code, (F)AST, (Z)MACHINE
Ref: reference code (see Falco et al. 1999, PASP 111, 438)
Oname: other name
M: * if UZC multiple
N: NED (P)air, (T)riple, (G)roup
#---------------------------------------------------------------------
ra2000  	dec2000	Zmag	cz   	cze	T	U	Ne	Zname       	C	Ref 	Oname      	M	N
154130.5	+154715	13.3	 4086	 44	B	0	 0	153906+15570	Z	0620	N5980      	 	 
154122.6	+281348	15.1	 9637	 43	B	0	 0	153912+28240	Z	0668	I4570      	 	 
154150.4	+055114	15.5	11984	   	-	1	 0	153924+06000	 	0002	15394+0600 	 	 
154149.8	+075229	15.4	12527	 74	B	1	 0	153924+08020	F	    	15394+0802 	 	 
154130.0	+275911	15.2	 9673	 44	A	0	 0	153918+28090	Z	2736	15393+2809 	 	 
154150.2	+100311	15.4	10266	 38	E	1	 0	153924+10130	Z	2700	15394+1013 	 	 
154159.6	+004248	14.7	 1912	  6	-	1	 0	153930+00520	 	2212	15395+0052 	 	 
154200.8	+024212	15.5	12003	 32	E	0	 1	153936+02500	F	    	15396+0250B	*	P
154203.3	+024147	15.5	11958	 49	E	0	 1	153936+02500	F	    	15396+0250A	*	P
154143.4	+231213	15.5	10316	 56	A	1	 0	153936+23220	Z	2700	15396+2322 	 	 
154155.2	+165035	15.3	15156	 62	B	0	 0	153936+17000	Z	2700	15396+1700 	 	 
154212.0	+063842	15.2	 7836	   	-	1	 0	153942+06490	 	0002	15397+0649 	 	 
154154.2	+280802	15.0	 9959	 42	A	2	 0	153948+28180	Z	2736	I4572      	 	P
154221.9	+022803	15.2	 9529	 18	E	0	 0	153948+02370	F	    	15398+0237 	 	 
154234.3	+020052	15.2	 3567	  9	-	0	 0	154000+02100	 	2212	15400+0210 	 	 
154212.4	+234759	15.5	 7136	 60	B	2	 1	154006+23590	F	    	I4573      	*	 
154147.4	+453322	15.5	10961	 54	A	0	 0	154012+45430	Z	2700	15402+4543 	 	 
154219.7	+234827	15.5	 6839	 37	A	2	 1	154006+23590	F	    	I4575      	*	 
154007.3	+704427	15.3	 7676	   	-	1	 0	154012+70550	 	0002	15402+7055 	 	 
154243.8	+074858	15.5	12214	 26	E	1	 0	154018+07580	F	    	15403+0758 	 	 
154245.6	+081428	15.1	12308	 32	A	0	 0	154018+08240	F	    	N5983      	 	 
154235.6	+234012	14.8	 6738	 21	A	1	 0	154024+23500	F	    	I4576      	 	 
154215.4	+395902	14.7	 4509	 42	B	0	 0	154030+40090	Z	2700	15405+4009 	 	 
154241.8	+225254	15.3	10568	  9	-	0	 0	154030+23020	 	2212	15405+2302 	 	 
154132.7	+594518	13.6	 2893	 36	E	0	 0	154030+59550	Z	2212	N5989      	 	 
154253.3	+141352	13.5	 1167	 39	E	1	 0	154036+14230	Z	0668	N5984      	 	 
154245.6	+234734	15.4	 7116	 30	A	2	 1	154036+23570	F	    	I4577      	*	 
154245.9	+245911	15.1	 9991	 51	A	0	 0	154036+25080	Z	2779	15406+2508 	 	 
154307.7	+055337	15.4	 7863	 16	E	1	 0	154036+06020	F	    	15406+0602 	 	 
154251.4	+234622	15.5	 7043	 29	A	2	 1	154042+23560	F	    	I4579      	*	 
154306.1	+154614	15.4	 3670	 29	A	0	 0	154048+15550	F	    	15408+1555 	 	 
154316.1	+094326	15.3	 4763	 57	E	0	 0	154054+09530	Z	2700	15409+0953 	 	 
154323.8	+085859	15.5	10235	 51	E	1	 0	154100+09090	Z	2779	15410+0909 	 	 
154329.9	+044740	15.3	 6436	  3	-	1	 0	154100+04570	 	0668	15410+0457 	 	 
154327.1	+075442	15.5	10952	 49	B	0	 0	154100+08040	F	    	15410+0804 	 	 
154324.4	+113115	15.5	10299	 55	B	1	 0	154100+11400	Z	2700	15410+1140 	 	 
154324.0	+142609	15.1	 1932	  5	-	1	 0	154100+14360	 	2212	15410+1436 	 	 
154334.0	+045219	15.1	11980	 37	A	0	 0	154106+05010	F	    	15411+0501 	 	 
154314.3	+282125	15.4	 9541	 44	A	0	 0	154106+28310	Z	2736	I4580      	 	 
154331.7	+171847	15.5	 8989	 38	E	0	 0	154112+17280	Z	2700	15412+1728 	 	P
154335.1	+224431	15.1	10277	 48	A	0	 0	154124+22550	Z	2779	15414+2255 	 	P
154355.3	+062749	15.5	 9956	 71	B	0	 0	154130+06370	F	    	15415+0637 	 	 
154355.6	+075117	15.5	11274	 46	A	0	 0	154130+08000	F	    	15415+0800 	 	 
154403.6	+044610	15.4	12479	 63	B	0	 0	154136+04560	F	    	15416+0456 	 	 
154311.6	+474514	15.4	11468	 54	A	0	 0	154142+47540	Z	2700	15417+4754 	 	 
154344.5	+283118	15.5	 9830	 41	B	2	 0	154136+28410	Z	2736	15416+2841 	 	 
154346.1	+282455	15.1	10005	 81	B	0	 0	154142+28350	Z	2736	15417+2835 	 	 
154324.5	+440718	15.5	10892	 36	E	0	 0	154142+44160	Z	2700	15417+4416 	 	 
154359.0	+191241	15.5	 7307	 46	A	1	 0	154142+19220	Z	2700	15417+1922 	 	 
154401.9	+274157	15.3	 9678	 46	B	0	 0	154154+27520	Z	2736	15419+2752W	 	P
154401.6	+281637	15.3	 9960	 40	B	0	 0	154154+28260	Z	2736	I4581      	 	 
154408.6	+272639	15.4	 9711	 47	A	2	 0	154200+27370	Z	2736	15420+2737 	 	 
154346.0	+434602	15.3	11036	 37	-	2	 0	154206+43560	 	    	A1542+4356 	 	 
154429.2	+113259	15.3	10298	 57	A	0	 0	154206+11420	Z	2700	15421+1142 	 	 
154433.9	+101736	15.3	10615	 59	A	0	 0	154212+10270	Z	2212	N5988      	 	 
154355.0	+441820	15.4	10642	 51	A	0	 0	154218+44280	Z	2700	15423+4428 	 	 
154423.0	+251939	14.7	 9546	 52	A	0	 0	154212+25290	Z	2700	15422+2529 	 	 
154442.4	+112932	15.2	10176	 57	A	0	 0	154224+11390	Z	2700	15424+1139 	 	 
154445.7	+085951	15.5	12406	 41	E	1	 0	154224+09100	Z	2700	15424+0910 	 	 
154340.3	+533426	15.3	 3504	 36	E	0	 0	154218+53440	Z	2700	15423+5344 	 	 
154500.4	+022806	15.2	 3832	 87	B	0	 0	154230+02370	F	    	15425+0237 	 	 
154421.6	+410512	14.2	 9537	 38	B	2	 1	154236+41150	Z	2712	N5992      	*	 
154450.4	+225119	15.5	10732	 35	A	2	 0	154242+23010	F	    	15427+2301 	 	P
154458.5	+165745	15.2	14850	 71	A	0	 0	154242+17070	Z	2700	I1134W     	 	P
154427.6	+410717	13.9	 9587	 40	E	2	 1	154242+41170	Z	2712	N5993      	*	 
154519.7	+051046	15.5	12229	 82	B	0	 0	154248+05190	F	    	15428+0519 	 	 
154426.9	+470024	15.3	11469	 55	A	0	 0	154254+47100	Z	2700	15429+4710 	 	 
154255.5	+704941	15.5	 7574	 27	-	1	 0	154306+71000	 	2700	15431+7100 	 	 
154509.7	+263022	15.4	 9578	 50	B	0	 0	154300+26400	Z	2736	15430+2640 	 	 
154516.8	+243750	14.7	 6795	 22	A	0	 0	154306+24470	F	    	N5991      	 	 
154445.9	+460444	15.4	 2614	 39	E	1	 0	154306+46140	Z	2700	15431+4614 	 	 
154451.2	+433050	15.0	10999	 45	A	0	 0	154306+43400	Z	2700	15431+4340 	 	 
154425.6	+553955	14.9	11922	 29	A	0	 0	154312+55490	F	    	15432+5549 	 	 
154538.6	+090329	15.3	10910	 54	B	2	 1	154318+09130	Z	2700	15433+0913 	*	 
154521.6	+252638	15.4	 9995	  9	-	1	 0	154312+25360	 	2212	15432+2536 	 	 
154545.9	+022436	15.0	 4041	 87	B	0	 0	154312+02340	F	    	15432+0234 	 	 
154523.3	+243025	15.3	 6871	 61	B	0	 0	154312+24400	F	    	15432+2440 	 	 
154544.4	+070835	15.3	16599	 19	E	1	 0	154318+07170	F	    	15433+0717 	 	 
154534.7	+174200	15.1	 3109	 38	E	0	 0	154318+17510	Z	2700	I1135      	 	 
154545.9	+090448	15.4	10822	 58	B	2	 1	154324+09140	Z	2700	15434+0914 	*	 
154442.4	+524115	15.5	20070	 33	A	0	 0	154324+52510	F	    	15434+5251 	 	 
154339.6	+674539	15.0	 8750	   	-	0	 0	154324+67550	 	0002	15434+6755 	 	 
154529.1	+263612	15.5	 9654	 45	A	0	 0	154318+26460	Z	2736	15433+2646 	 	 
154601.3	+024252	15.4	 3748	 23	E	0	 0	154330+02510	F	    	15435+0251 	 	 
154544.6	+203338	14.5	 2051	 32	E	1	 0	154336+20440	Z	2212	15436+2044 	 	 
154533.6	+300851	15.4	 9487	  9	-	0	 0	154330+30180	 	2212	15435+3018 	 	P
154543.1	+225244	15.5	12264	 20	-	0	 0	154336+23020	 	0647	15436+2302 	 	 
154601.8	+050814	15.3	12637	 51	A	0	 0	154330+05180	F	    	15435+0518 	 	 
154603.8	+031339	15.3	 3879	 16	E	0	 0	154336+03220	F	    	15436+0322 	 	 
154539.5	+280518	14.9	 2145	 37	E	0	 0	154336+28150	Z	2212	I4582      	 	 
154608.8	+043747	15.4	12098	 70	B	1	 0	154342+04460	F	    	15437+0446 	 	 
154609.5	+065354	15.2	 1408	  5	-	1	 0	154342+07030	 	0639	15437+0703 	 	 
154608.9	+084735	15.2	11585	 59	B	0	 0	154342+08570	Z	2700	15437+0857 	 	 
154616.5	+022456	13.1	 3726	 47	B	0	 0	154348+02340	Z	2212	N5990      	 	 
154617.7	+104531	15.3	 5502	  9	-	0	 0	154354+10550	 	2212	15439+1055 	 	 
154610.7	+210359	15.4	11166	 57	A	0	 0	154400+21140	Z	2700	15440+2114 	 	 
154631.7	+120834	15.5	10292	 54	A	0	 0	154412+12180	Z	2700	15442+1218 	 	 
154622.0	+234833	15.1	 6266	 20	A	0	 0	154412+23580	F	    	I4583      	 	 
154624.6	+301601	15.2	 9448	 53	A	0	 0	154418+30250	Z	2736	15443+3025 	 	T
154700.4	-005907	15.4	 8953	  7	-	0	 0	154430-00500	 	2218	15445-0050 	 	 
154654.4	+055329	15.1	12440	 45	B	0	 0	154424+06030	Z	2700	15444+0603 	 	 
154408.5	+722552	15.2	 7562	 60	B	1	 0	154436+72350	F	    	I1145      	 	 
154630.0	+320703	15.1	 9597	 48	A	0	 0	154430+32160	Z	2736	15445+3216 	 	 
154653.6	+114700	15.3	10653	 62	A	0	 0	154430+11560	Z	2700	15445+1156 	 	 
154634.3	+331325	15.5	 4471	 47	B	1	 0	154436+33220	Z	2700	15446+3322 	 	 
154658.8	+175306	13.2	 3279	 39	B	0	 0	154442+18020	Z	2218	N5996      	 	P
154645.2	+310041	15.3	 9310	  9	-	0	 0	154442+31100	 	2212	15447+3110 	 	 
154715.6	+055517	15.2	12417	 42	E	0	 0	154448+06040	Z	2779	15448+0604 	 	 
154630.8	+455955	15.0	 2700	   	-	0	 0	154454+46090	 	3700	15449+4609 	 	 
154721.0	+104705	15.5	10141	 42	B	0	 0	154454+10560	Z	2700	15449+1056 	 	 
154734.4	-013244	15.4	 8990	 37	A	0	 0	154500-01240	F	    	I1136      	 	 
154727.7	+081916	15.5	12340	 34	A	0	 0	154500+08290	F	    	N5997      	 	 
154720.2	+164553	15.3	 8995	 45	E	0	 0	154500+16550	Z	2700	15450+1655 	 	 
154719.5	+213152	15.5	12599	 52	B	0	 0	154506+21420	Z	2700	15451+2142 	 	 
154732.4	+214227	15.2	 5098	 36	E	1	 0	154518+21530	Z	2700	15453+2153 	 	 
154736.3	+260350	14.9	 9475	  9	-	0	 0	154530+26130	 	2212	15455+2613 	 	 
154729.3	+320055	15.5	16389	 65	A	0	 0	154530+32100	Z	2736	15455+3210 	 	 
154807.7	-020849	15.5	 9012	 42	A	0	 0	154530-02000	F	    	15455-0200 	 	 
154803.5	+055620	15.4	12563	 29	E	1	 0	154536+06050	F	    	15456+0605 	 	 
154746.0	+283832	14.4	 9978	 44	B	0	 0	154542+28480	Z	2729	N6001      	 	P
154803.7	+174828	15.5	 9047	 26	A	2	 0	154548+17580	F	    	15458+1758 	 	 
154812.7	+111647	15.2	10266	  9	-	0	 0	154548+11260	 	2212	15458+1126 	 	 
154744.5	+371218	15.2	11935	   	-	0	 0	154554+37210	 	2443	15459+3721 	 	 
154826.4	+070827	15.3	12522	 17	E	1	 0	154600+07170	F	    	15460+0717 	 	 
154815.8	+210129	15.2	 4211	 49	A	0	 0	154600+21120	Z	2700	15460+2112 	 	 
154815.9	+261223	15.3	 6918	 24	A	0	 0	154606+26210	F	    	I1138      	 	 
154834.8	+113851	15.4	10367	  9	-	0	 0	154612+11480	 	2212	15462+1148 	 	 
154848.5	+084715	15.3	12413	 38	-	1	 0	154624+08560	 	2700	15464+0856 	 	 
154843.9	+175146	15.3	 8599	  9	-	0	 0	154624+18010	 	2212	15464+1801 	 	 
154841.2	+215209	15.4	 2184	 50	E	1	 0	154630+22020	Z	2212	15465+2202 	 	 
154857.1	+071320	14.8	 4224	  2	-	0	 0	154630+07220	 	0668	15465+0722 	 	 
154855.9	+085045	15.4	21516	 58	A	0	 0	154630+09000	Z	2700	15465+0900 	 	 
154838.3	+252415	15.2	 9845	 72	A	0	 0	154630+25330	Z	2779	15465+2533 	 	 
154901.2	+051117	15.0	 2168	  6	-	2	 0	154630+05200	 	2212	15465+0520 	 	 
154919.3	+001058	15.5	 9444	 31	A	0	 0	154648+00190	F	    	15468+0019 	 	 
154632.9	+721009	14.5	 7477	  9	-	0	 0	154700+72190	 	2218	N6011      	 	 
154928.0	+001401	15.1	 9859	 26	A	0	 1	154654+00220	F	    	15469+0022N	*	P
154928.0	+001342	15.1	 9757	 23	A	0	 1	154654+00220	F	    	15469+0022S	*	P
154806.9	+554306	15.1	12203	 37	E	0	 0	154654+55520	Z	2700	15469+5552 	 	 
154901.7	+273636	15.3	 2178	 25	-	0	 0	154654+27460	 	2736	15469+2746 	 	 
154916.2	+174859	15.3	14786	 57	B	0	 0	154654+17580	Z	2700	15469+1758 	 	 
154916.6	+214955	15.1	10345	 31	E	2	 0	154706+21590	Z	2748	15471+2159 	 	G
154718.6	+682204	14.8	 8422	 30	-	0	 0	154712+68320	 	2700	15472+6832 	 	 
154928.9	+115609	15.2	10606	 51	A	0	 0	154706+12050	Z	2700	15471+1205 	 	 
154922.6	+183332	15.5	 3905	 61	B	0	 0	154700+18430	Z	2779	15470+1843 	 	 
154925.6	+190155	14.4	 4050	 47	A	0	 0	154706+19110	Z	2700	N6003      	 	 
154928.2	+210203	15.1	 9424	 49	B	0	 0	154712+21130	Z	2700	15472+2113 	 	 
154946.9	+122357	14.5	 4317	 28	-	0	 0	154730+12330	 	2700	I1141A     	 	 
154959.5	+001207	15.4	 9689	 27	A	1	 0	154730+00200	F	    	15475+0020 	 	 
154907.7	+444159	15.5	10699	 50	A	0	 0	154736+44510	Z	2700	15476+4451 	 	 
154944.9	+183137	14.6	 4220	 62	A	0	 0	154724+18410	Z	2700	15474+1841 	 	 
155005.7	+071108	15.5	10041	 44	E	0	 0	154742+07200	F	    	15477+0720 	 	 
154945.6	+283250	15.4	 9176	 52	A	2	 0	154742+28420	Z	2736	15477+2842 	 	 
154957.4	+204819	14.4	10641	 43	E	2	 0	154748+20580	Z	2700	15478+2058W	 	P
154751.2	+692811	15.2	11474	 39	E	2	 1	154754+69380	Z	2700	15479+6938 	*	 
154354.8	+814837	14.9	 1499	 10	-	1	 0	154800+81590	 	2212	15480+8159 	 	 
155000.0	+244806	15.0	 7075	 21	A	0	 0	154754+24570	F	    	15479+2457 	 	 
154938.3	+420204	15.0	 9933	 57	A	2	 0	154754+42110	Z	2700	15479+4211 	 	 
154808.9	+681224	15.2	 8520	 48	A	2	 1	154800+68210	Z	2729	15480+6821 	*	 
155025.5	+042836	15.4	 6122	 17	E	0	 0	154754+04370	F	    	15479+0437 	 	 
155024.7	+064620	15.1	 7448	 17	E	1	 0	154800+06560	F	    	15480+0656 	 	 
155006.4	+250318	15.3	 9494	 47	A	0	 0	154800+25130	Z	2700	15480+2513 	 	 
154817.4	+681314	15.3	 8569	 42	B	2	 1	154812+68220	Z	2748	15482+6822 	*	 
154808.2	+692732	15.1	11480	 26	A	2	 1	154806+69370	F	    	15481+6937 	*	 
154948.3	+415911	15.5	10602	 32	A	2	 1	154818+42070	F	    	15483+4207W	*	 
155022.7	+185621	13.4	 3800	 42	B	0	 0	154806+19050	Z	0668	N6004      	 	 
155025.9	+180823	15.1	13980	  9	-	0	 0	154806+18170	 	2212	I1142      	 	 
155018.6	+284843	15.5	 9234	 19	-	0	 0	154812+28570	 	2736	15482+2857 	 	 
155000.5	+415812	15.5	10165	 62	B	2	 1	154818+42070	F	    	15483+4207E	*	 
154822.1	+692308	14.7	 7906	 46	A	0	 0	154824+69330	Z	2700	I1146      	 	 
154835.5	+680555	15.2	 8795	 38	-	0	 0	154824+68150	M	2700	15484+6815 	 	 
155004.8	+421831	15.3	 6139	 35	E	0	 0	154824+42270	Z	2700	15484+4227 	 	 
155038.7	+202254	14.9	10998	 41	B	2	 0	154824+20330	Z	2700	15484+2033S	 	P
155034.0	+283819	15.3	 9612	 21	-	1	 0	154830+28470	 	2736	15485+2847 	 	 
155104.4	+094357	15.5	12269	 42	E	2	 0	154842+09530	F	    	15487+0953 	 	 
154852.3	+693839	15.3	10102	 90	-	0	 0	154854+69490	 	0521	15489+6949 	 	 
155101.4	+230057	15.5	 7484	 22	A	0	 0	154848+23100	F	    	15488+2310 	 	 
155101.9	+235736	15.5	 7295	 71	B	1	 0	154854+24070	F	    	15489+2407 	 	 
155116.5	+114825	15.5	10329	 39	E	1	 0	154854+11570	Z	2700	15489+1157 	 	 
155112.3	+183346	15.2	 8483	 35	-	0	 0	154854+18430	 	2700	15489+1843 	 	 
155111.8	+215634	15.2	 7823	 49	B	1	 0	154900+22060	F	    	15490+2206 	 	 
155102.3	+303215	15.3	 9643	 56	A	1	 0	154900+30410	Z	2736	15490+3041N	 	G
155113.3	+254207	15.0	 6413	 21	A	0	 0	154906+25510	F	    	15491+2551 	 	 
154855.1	+711425	15.4	 7249	 85	A	0	 2	154918+71240	F	    	15493+7124W	*	P
154819.9	+743131	15.5	 9887	 28	-	0	 0	154900+74410	 	2700	15490+7441 	 	 
154900.4	+711419	15.4	 7442	 39	A	0	 2	154918+71240	F	    	15493+7124E	*	P
155039.1	+502737	15.1	 9776	 40	B	1	 0	154918+50380	Z	2700	15493+5038 	 	 
155129.7	+242606	15.4	 9605	 39	B	1	 0	154918+24350	Z	2700	15493+2435 	 	 
155144.8	+124433	15.1	 4423	 42	B	0	 0	154924+12540	Z	0661	15494+1254 	 	 
155137.0	+234725	15.4	12777	  9	-	0	 0	154924+23570	 	2212	15494+2357 	 	 
155042.1	+553639	15.4	11912	 39	B	0	 0	154930+55460	Z	2729	15495+5546 	 	 
154923.8	+711022	15.3	 7599	 56	-	1	 0	154942+71200	 	2700	15497+7120 	 	 
155205.5	+043058	15.5	23904	 56	B	2	 0	154936+04400	F	    	15496+0440 	 	 
155101.1	+514714	15.4	 8906	 77	B	0	 0	154942+51570	F	    	15497+5157 	 	 
155112.9	+471519	13.6	 5946	 60	B	0	 0	154942+47230	Z	2729	15497+4723 	 	 
155121.7	+432504	14.4	12063	 44	A	0	 0	154942+43330	Z	2700	I1144      	 	 
155203.7	+125355	15.0	10311	 47	A	0	 0	154942+13030	Z	2700	15497+1303 	 	 
154930.9	+711447	15.4	 7655	 72	B	0	 2	154948+71250	F	    	15498+7125 	*	 
155153.0	+255841	15.3	 6612	 63	B	1	 0	154942+26080	F	    	15497+2608 	 	 
155159.9	+242024	15.5	 9553	 41	B	0	 0	154948+24290	Z	2700	15498+2429 	 	 
155205.6	+200842	15.5	10882	 56	A	0	 0	154948+20170	Z	2700	15498+2017 	 	 
155225.6	+022704	15.3	14476	 86	B	0	 0	154954+02360	F	    	15499+0236 	 	 
155221.9	+162739	15.4	10348	 47	E	1	 0	155000+16360	Z	2779	15500+1636 	 	 
155218.6	+232036	15.4	 9506	 56	B	1	 0	155006+23300	Z	2700	15501+2330 	 	 
155011.6	+693336	15.5	10483	 26	A	0	 0	155018+69430	F	    	I1147      	 	 
155220.7	+243736	14.7	 9597	 58	B	1	 0	155006+24460	Z	2212	15501+2446 	 	P
155248.9	-003131	15.4	     	   	-	0	 0	155018-00230	 	    	15503-0023 	 	 
155034.0	+670957	15.3	 9447	 37	A	0	 0	155018+67200	F	    	15503+6720 	 	 
155239.4	+214611	15.5	14243	 41	B	0	 0	155030+21560	Z	2700	15505+2156W	 	P
155123.8	+610450	15.2	10992	 18	-	1	 0	155024+61130	 	2700	15504+6113 	 	P
155125.4	+621836	11.7	  833	  3	-	0	 0	155036+62270	M	2212	N6015      	 	 
155247.8	+242324	15.2	 9613	  9	-	1	 0	155036+24320	 	2212	15506+2432 	 	 
155302.6	+120019	15.3	10474	 46	B	0	 0	155036+12100	F	    	N6006      	 	 
155256.0	+210602	14.2	 4865	 42	A	2	 0	155042+21160	Z	2212	N6008      	 	 
155306.1	+131406	15.0	10222	  9	-	0	 0	155048+13230	 	2212	15508+1323 	 	 
155105.0	+670931	14.6	 8820	 21	A	0	 0	155048+67190	F	    	15508+6719 	 	P
155128.3	+640734	15.4	  946	 20	E	0	 0	155054+64170	F	    	15509+6417 	 	 
155304.9	+203809	15.4	 7932	 63	B	0	 0	155048+20480	F	    	15508+2048 	 	 
155308.3	+210429	15.0	 5116	 27	-	2	 0	155054+21150	 	2700	N6008B     	 	 
155323.2	+115732	14.1	10548	 55	B	1	 0	155100+12060	F	    	N6007      	 	 
155324.3	+120330	15.4	10560	 37	-	0	 0	155106+12130	 	2700	N6009      	 	 
155252.9	+403849	14.6	 4491	125	-	0	 0	155106+40470	 	1108	N6013      	 	 
155328.9	+413450	15.3	 9896	125	-	0	 0	155148+41430	 	1108	15518+4143 	 	 
155419.2	+003234	13.3	 1889	 11	-	0	 0	155148+00400	 	2212	N6010      	 	 
155406.0	+183852	15.1	14286	100	-	0	 0	155148+18470	 	1514	15518+1847 	 	 
155402.9	+230753	14.8	11500	 70	-	0	 0	155154+23170	 	0509	15519+2317 	 	 
155413.9	+143604	13.1	 1800	 50	B	0	 0	155154+14440	Z	2212	N6012      	 	 
155409.9	+190623	15.0	10949	100	-	0	 0	155154+19150	 	1514	15519+1915 	 	 
155418.9	+120733	15.5	10512	 39	B	0	 0	155154+12160	Z	2700	15519+1216 	 	 
155320.1	+544230	15.4	13154	 31	A	0	 0	155200+54520	F	    	15520+5452 	 	 
155424.2	+183908	14.8	13925	100	-	0	 0	155206+18470	 	1514	15521+1847 	 	 
155411.5	+300922	15.3	 6023	 25	A	1	 0	155206+30180	F	    	15521+3018 	 	 
155426.9	+183132	14.7	 9729	  6	-	0	 0	155212+18400	 	2212	15522+1840 	 	 
155359.8	+413656	15.1	10134	 65	B	2	 1	155224+41450	F	    	15524+4145W	*	P
155343.6	+495700	15.4	 5813	 61	B	0	 0	155218+50050	Z	2700	15523+5005 	 	 
155404.6	+413705	15.1	 7062	 38	E	2	 1	155224+41450	F	    	15524+4145 	*	P
155441.2	+163702	14.5	 2184	 35	E	0	 0	155218+16450	Z	2700	15523+1645 	 	 
155228.6	+702231	14.8	11426	 26	A	0	 0	155236+70320	F	    	I1154      	 	 
155449.4	+185502	15.4	10856	 41	A	0	 0	155236+19030	Z	2700	15526+1903 	 	 
155307.8	+645505	15.1	 9078	 27	A	0	 0	155236+65040	F	    	N6024      	 	 
155451.9	+210703	15.4	 5495	  8	-	1	 0	155242+21170	 	0645	15527+2117 	 	 
155503.9	+105746	15.5	12112	 33	E	2	 0	155236+11060	Z	2779	15526+1106 	 	P
155448.6	+275138	15.5	13581	 59	B	2	 0	155242+28000	F	    	15527+2800 	 	 
155514.7	+103117	15.5	12001	 41	B	1	 0	155248+10400	Z	2700	15528+1040 	 	 
155530.9	-004939	15.1	     	   	-	0	 0	155254-00400	 	    	15529-0040 	 	 
155442.1	+452039	15.2	11878	 56	A	2	 0	155306+45290	Z	2700	15531+4529 	 	P
155502.0	+413442	14.9	 9959	125	-	0	 0	155318+41430	 	1108	15533+4143 	 	 
155554.5	+003531	15.5	15290	 82	B	0	 0	155324+00450	F	    	15534+0045 	 	 
155552.6	+045003	15.5	 7722	 30	E	0	 0	155318+04590	F	    	15533+0459 	 	P
155547.1	+113732	15.2	10499	 55	A	0	 0	155324+11460	Z	2700	15534+1146 	 	 
155543.1	+181658	14.7	 5282	  7	-	0	 0	155324+18250	 	2212	15534+1825 	 	 
155504.3	+452908	15.1	 8467	 59	A	0	 0	155330+45380	Z	2700	15535+4538 	 	 
155557.5	+055556	13.8	 2422	 40	B	1	 0	155324+06050	Z	2212	N6014      	 	 
155553.5	+115844	15.2	10650	 42	A	0	 0	155330+12070	Z	2700	15535+1207 	 	 
155545.5	+242938	15.5	 9752	  9	-	1	 0	155336+24380	 	2212	15536+2438 	 	P
155555.3	+170950	15.0	 4951	  8	-	1	 0	155336+17180	 	2212	15536+1718 	 	 
155531.0	+415702	15.4	 9858	 43	A	0	 0	155348+42050	Z	2700	15538+4205 	 	 
155555.0	+265800	15.1	 6477	 40	B	0	 0	155354+27070	F	    	N6016      	 	 
155510.9	+521006	15.3	11190	 56	-	0	 0	155354+52200	 	2729	15539+5220 	 	 
155603.9	+242654	15.4	12757	106	-	0	 0	155400+24350	 	1822	15540+2435 	 	 
155626.0	+090320	15.5	12693	 61	-	0	 0	155400+09130	 	0002	15540+0913 	 	 
155601.6	+302503	15.3	13995	 46	A	0	 0	155400+30330	Z	2736	15540+3033 	 	 
155551.7	+394602	15.4	 9924	 47	A	0	 0	155406+39550	Z	2700	15541+3955 	 	 
155623.6	+163124	14.7	 4630	 71	-	0	 0	155406+16400	 	3300	15541+1640 	 	 
155639.2	+020428	15.4	 5444	 15	E	0	 0	155406+02140	F	    	15541+0214 	 	 
155543.3	+475202	14.1	 5997	 42	A	0	 0	155412+48000	Z	2700	15542+4800 	 	 
155543.7	+493206	15.3	 5703	 35	E	0	 0	155418+49400	Z	2700	15543+4940 	 	 
155633.7	+200308	14.9	 9640	100	-	0	 0	155418+20110	 	1514	15543+2011 	 	 
155633.8	+211721	14.7	 4367	 50	A	0	 0	155424+21270	Z	2700	15544+2127 	 	 
155654.0	+140738	15.3	10137	 49	A	0	 0	155436+14160	Z	2700	15546+1416 	 	 
155711.9	-013227	15.4	     	   	-	1	 0	155436-01240	 	    	15546-0124 	 	 
155607.7	+480536	14.9	 6022	 53	A	0	 0	155436+48140	Z	2700	15546+4814 	 	 
155655.9	+183831	15.5	18175	 49	A	2	 1	155442+18470	F	    	1554+1847B 	*	P
155624.5	+422344	15.5	12204	 43	B	0	 0	155442+42320	Z	2700	15547+4232 	 	 
155659.1	+183839	15.5	18427	 77	B	2	 1	155442+18470	F	    	1554+1847A 	*	P
155715.4	+055955	13.8	 1791	 40	A	0	 0	155448+06080	Z	2212	N6017      	 	 
155704.5	+181117	15.2	 9423	  8	-	3	 0	155448+18190	 	2212	15548+1819 	 	 
155633.1	+415353	15.0	10425	 59	B	0	 1	155448+42020	Z	2712	15548+4202 	*	 
155636.4	+415251	14.3	10419	 80	B	2	 1	155454+42010	F	    	15549+4201 	*	 
155730.3	+010641	15.5	 9995	 79	B	1	 0	155500+01160	F	    	15550+0116 	 	 
155708.2	+222417	14.5	 4356	 49	A	0	 0	155500+22330	Z	2700	N6020      	 	 
155100.0	+814636	15.3	 6560	 49	B	0	 0	155500+81550	F	    	15550+8155 	 	 
